,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,sim_time,cpu_time,action_cpu_time_ur5_1,pcr_sensor_update_time,reward_ur5_1,min_distance_to_obstacles,distance_ur5_1,distance_threshold_ur5_1,ep_reward
0,4,False,False,False,False,1,0.14285714285714285,0.0,0.0,0.2857142857142857,0.00416666666,0.18599605560302734,0.0,0.016011714935302734,-1.35803755459518,0.21029027,0.8138937331600504,0.3,-1.35803755459518
1,4,False,False,False,False,2,0.14285714285714285,0.0,0.0,0.2857142857142857,0.00833333332,0.19499850273132324,0.0,0.0,-1.2759746400485739,0.21007985,0.8108460129346018,0.3,-2.634012194643754
2,4,False,False,False,False,3,0.14285714285714285,0.0,0.0,0.2857142857142857,0.01249999998,0.20466876029968262,0.0,0.0,-1.1961525467143515,0.20767601,0.8085507109006312,0.3,-3.8301647413581055
3,4,False,False,False,False,4,0.14285714285714285,0.0,0.0,0.2857142857142857,0.01666666664,0.21370315551757812,0.0,0.0,-1.2341265549325415,0.20587151,0.802583778508397,0.3,-5.064291296290647
4,4,False,False,False,False,5,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0208333333,0.22270655632019043,0.0,0.0,-1.336733364544585,0.20316285,0.8041114056313822,0.3,-6.4010246608352315
5,4,False,False,False,False,6,0.14285714285714285,0.0,0.0,0.2857142857142857,0.024999999959999998,0.23270773887634277,0.0,0.0,-1.3274547406164627,0.19987977,0.7980948367261159,0.3,-7.728479401451694
6,4,False,False,False,False,7,0.14285714285714285,0.0,0.0,0.2857142857142857,0.029166666619999997,0.24170351028442383,0.0,0.0,-1.3667773239932046,0.19935723,0.8003894404889276,0.3,-9.095256725444898
7,4,False,False,False,False,8,0.14285714285714285,0.0,0.0,0.2857142857142857,0.033333333279999995,0.26771116256713867,0.0,0.01600813865661621,-1.2285010430147452,0.20302756,0.797641172581028,0.3,-10.323757768459643
8,4,False,False,False,False,9,0.14285714285714285,0.0,0.0,0.2857142857142857,0.037499999939999994,0.277712345123291,0.0,0.0,-1.2792134442385983,0.2003239,0.7970834189472218,0.3,-11.602971212698241
9,4,False,False,False,False,10,0.14285714285714285,0.0,0.0,0.2857142857142857,0.04166666659999999,0.2877030372619629,0.0,0.0,-1.3315288976591197,0.19858405,0.7909852600570062,0.3,-12.93450011035736
10,4,False,False,False,False,11,0.14285714285714285,0.0,0.0,0.2857142857142857,0.04583333325999999,0.296673059463501,0.0,0.0,-1.2979850558293715,0.19815136,0.7940374460509564,0.3,-14.232485166186732
11,4,False,False,False,False,12,0.14285714285714285,0.0,0.0,0.2857142857142857,0.04999999991999999,0.305713415145874,0.0,0.0,-1.266443430136832,0.19661006,0.7936111147184142,0.3,-15.498928596323564
12,4,False,False,False,False,13,0.14285714285714285,0.0,0.0,0.2857142857142857,0.05416666657999999,0.316713809967041,0.0,0.0,-1.270521834337125,0.19485481,0.7958072639384016,0.3,-16.76945043066069
13,4,False,False,False,False,14,0.14285714285714285,0.0,0.0,0.2857142857142857,0.058333333239999986,0.3257100582122803,0.0,0.0,-1.3034939523480196,0.19205226,0.7910402120137108,0.3,-18.07294438300871
14,4,False,False,False,False,15,0.14285714285714285,0.0,0.0,0.2857142857142857,0.062499999899999985,0.3517131805419922,0.0,0.01599860191345215,-1.3756644145639756,0.18678209,0.7921694203657887,0.3,-19.448608797572685
15,4,False,False,False,False,16,0.14285714285714285,0.0,0.0,0.2857142857142857,0.06666666655999999,0.3627133369445801,0.0,0.0,-1.2955334847991975,0.18516292,0.7852275266334132,0.3,-20.744142282371882
16,4,False,False,False,False,17,0.14285714285714285,0.0,0.0,0.2857142857142857,0.07083333321999999,0.37371373176574707,0.0,0.0,-1.3477565739846005,0.18234544,0.7887509695150703,0.3,-22.091898856356483
17,4,False,False,False,False,18,0.14285714285714285,0.0,0.0,0.2857142857142857,0.07499999987999999,0.38271355628967285,0.0,0.0,-1.3883229210997245,0.18088102,0.784765483732079,0.3,-23.480221777456208
18,4,False,False,False,False,19,0.14285714285714285,0.0,0.0,0.2857142857142857,0.07916666653999999,0.39270925521850586,0.0,0.0,-1.3628987975761708,0.18070629,0.7755911012713348,0.3,-24.84312057503238
19,4,False,False,False,False,20,0.14285714285714285,0.0,0.0,0.2857142857142857,0.08333333319999998,0.40271639823913574,0.0,0.0,-1.3020272494722853,0.18093637,0.7745509847512699,0.3,-26.145147824504665
20,4,False,False,False,False,21,0.14285714285714285,0.0,0.0,0.2857142857142857,0.08749999985999998,0.4117147922515869,0.0,0.0,-1.3161822323501973,0.17990696,0.7754514645756148,0.3,-27.461330056854862
21,4,False,False,False,False,22,0.14285714285714285,0.0,0.0,0.2857142857142857,0.09166666651999998,0.4387094974517822,0.0,0.015994787216186523,-1.3028163204922079,0.18276596,0.7797939276867573,0.3,-28.76414637734707
22,4,False,False,False,False,23,0.14285714285714285,0.0,0.0,0.2857142857142857,0.09583333317999998,0.44771718978881836,0.0,0.0,-1.3082678132246954,0.18113655,0.7784059666066798,0.3,-30.072414190571767
23,4,False,False,False,False,24,0.14285714285714285,0.0,0.0,0.2857142857142857,0.09999999983999998,0.45671629905700684,0.0,0.0,-1.4100004488477424,0.17791404,0.779866798149196,0.3,-31.48241463941951
24,4,False,False,False,False,25,0.14285714285714285,0.0,0.0,0.2857142857142857,0.10416666649999998,0.46768975257873535,0.0,0.0,-1.2969529203258114,0.1763412,0.7771979315691844,0.3,-32.779367559745324
25,4,False,False,False,False,26,0.14285714285714285,0.0,0.0,0.2857142857142857,0.10833333315999998,0.4767134189605713,0.0,0.0,-1.3499745351152803,0.17624585,0.7769948522648642,0.3,-34.129342094860604
26,4,False,False,False,False,27,0.14285714285714285,0.0,0.0,0.2857142857142857,0.11249999981999997,0.48570799827575684,0.0,0.0,-1.3734488544547847,0.17649122,0.7798763616409761,0.3,-35.50279094931539
27,4,False,False,False,False,28,0.14285714285714285,0.0,0.0,0.2857142857142857,0.11666666647999997,0.4966912269592285,0.0,0.0,-1.446434255251472,0.17627832,0.7840170605512244,0.3,-36.949225204566865
28,4,False,False,False,False,29,0.14285714285714285,0.0,0.0,0.2857142857142857,0.12083333313999997,0.5217077732086182,0.0,0.01599407196044922,-1.307912388086338,0.18816417,0.7812115131824973,0.3,-38.2571375926532
29,4,False,False,False,False,30,0.14285714285714285,0.0,0.0,0.2857142857142857,0.12499999979999997,0.533707857131958,0.0,0.0,-1.4143100802550193,0.19198242,0.7835837477707633,0.3,-39.67144767290822
30,4,False,False,False,False,31,0.14285714285714285,0.0,0.0,0.2857142857142857,0.12916666645999997,0.5437133312225342,0.0,0.0,-1.2205439505479019,0.1962511,0.7831185455263384,0.3,-40.89199162345612
31,4,False,False,False,False,32,0.14285714285714285,0.0,0.0,0.2857142857142857,0.13333333311999998,0.5527160167694092,0.0,0.0,-1.211781480244355,0.19816852,0.783426783772611,0.3,-42.103773103700476
32,4,False,False,False,False,33,0.14285714285714285,0.0,0.0,0.2857142857142857,0.13749999978,0.5627140998840332,0.0,0.0,-1.2686185577461835,0.19877996,0.7824732868351318,0.3,-43.372391661446656
33,4,False,False,False,False,34,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14166666644,0.5727291107177734,0.0,0.0,-1.2441151851058518,0.20024383,0.7844719984057072,0.3,-44.61650684655251
34,4,False,False,False,False,35,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14583333310000002,0.5817141532897949,0.0,0.0,-1.210624254162789,0.20319982,0.7848364024860289,0.3,-45.8271311007153
35,4,False,False,False,False,36,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14999999976000003,0.6155333518981934,0.0,0.0169980525970459,-1.154527203983355,0.20401365,0.786599948687638,0.3,-46.981658304698655
36,4,False,False,False,False,37,0.14285714285714285,0.0,0.0,0.2857142857142857,0.15416666642000004,0.6245591640472412,0.0,0.0,-1.2381204914003074,0.20302373,0.784407744778158,0.3,-48.219778796098964
37,4,False,False,False,False,38,0.14285714285714285,0.0,0.0,0.2857142857142857,0.15833333308000005,0.6335592269897461,0.0,0.0,-1.2972742919727582,0.20445666,0.7812222466477987,0.3,-49.51705308807172
38,4,False,False,False,False,39,0.14285714285714285,0.0,0.0,0.2857142857142857,0.16249999974000007,0.644559383392334,0.0,0.0,-1.1692182084809746,0.20772767,0.7810614114460767,0.3,-50.6862712965527
39,4,False,False,False,False,40,0.14285714285714285,0.0,0.0,0.2857142857142857,0.16666666640000008,0.654529333114624,0.0,0.0,-1.1967038000483623,0.2100946,0.7842132780296756,0.3,-51.88297509660106
40,4,False,False,False,False,41,0.14285714285714285,0.0,0.0,0.2857142857142857,0.1708333330600001,0.6628975868225098,0.0,0.0,-1.1574250525889893,0.21016552,0.7821568781373163,0.3,-53.04040014919005
41,4,False,False,False,False,42,0.14285714285714285,0.0,0.0,0.2857142857142857,0.1749999997200001,0.6728672981262207,0.0,0.0,-1.2024670626215193,0.21050048,0.783101811368805,0.3,-54.24286721181157
42,4,False,False,False,False,43,0.14285714285714285,0.0,0.0,0.2857142857142857,0.17916666638000012,0.6989059448242188,0.0,0.015006780624389648,-1.1548304543731405,0.21522903,0.7881149436731023,0.3,-55.39769766618471
43,4,False,False,False,False,44,0.14285714285714285,0.0,0.0,0.2857142857142857,0.18333333304000013,0.7088987827301025,0.0,0.0,-1.1357724058228218,0.21563299,0.7866160233504416,0.3,-56.53347007200753
44,4,False,False,False,False,45,0.14285714285714285,0.0,0.0,0.2857142857142857,0.18749999970000014,0.7178676128387451,0.0,0.0,-1.1923255462299471,0.21750505,0.7803872675948669,0.3,-57.72579561823748
45,4,False,False,False,False,46,0.14285714285714285,0.0,0.0,0.2857142857142857,0.19166666636000015,0.7279539108276367,0.0,0.0,-1.0814822490569878,0.21749245,0.7776733726363172,0.3,-58.80727786729447
46,4,False,False,False,False,47,0.14285714285714285,0.0,0.0,0.2857142857142857,0.19583333302000017,0.7379002571105957,0.0,0.0,-1.129950804028593,0.21443999,0.7736641974785579,0.3,-59.93722867132306
